id,result
1,0.16050043896012145
2,0.7681071642324817
3,0.11511467613060053
4,0.7006481281703837
5,0.5081526404075363
6,0.8854895667272338
7,0.3011892416113868
8,0.40811097213907727
9,0.11511467613060053
10,0.2267631738939105
11,0.7065971365903014
12,0.6862968210121421
13,0.11511467613060053
14,0.11511467613060053
15,0.7705777913282038
16,0.11511467613060053
17,0.2988351179708089
18,0.2338083736878882
19,0.8402990408002006
20,0.6013611747018359
21,0.8854895667272338
22,0.11511467613060053
23,0.5140554726138353
24,0.3056546483292247
25,0.3912865387172669
26,0.6025787669564153
27,0.8378935224222407
28,0.8854895667272338
29,0.6918431573408943
30,0.8350007947153071
31,0.692670497254365
32,0.8369164738520131
33,0.7718267547756453
34,0.1664819380636697
35,0.3054403113566239
36,0.16050043896012145
37,0.6068118021578038
38,0.2313408292001466
39,0.4075946946886385
40,0.7697147223858012
41,0.22496078720616006
42,0.7749493268178
43,0.23046664173149056
44,0.11511467613060053
45,0.6984815939014023
46,0.502743912191441
47,0.32021890712955786
48,0.766288658064724
49,0.8854895667272338
50,0.8854895667272338
51,0.6980007342435511
52,0.7814650041767167
53,0.48900351950573107
54,0.7769171309644476
55,0.495250137585842
56,0.4064136294229127
57,0.40574800918598597
58,0.5992329059519221
59,0.6056712383642725
60,0.6918408357889024
61,0.4902309136212948
62,0.6862968210121421
63,0.16389663659152642
64,0.3056546483292247
65,0.6012770090932829
66,0.603425005118528
67,0.8402990408002006
68,0.16581997460483325
69,0.705107250052447
70,0.5091503359463392
71,0.4046462196284446
72,0.8378935224222407
73,0.766288658064724
74,0.8369164738520131
75,0.5950573383002253
76,0.29463698090816065
77,0.4937179334192974
78,0.29463698090816065
79,0.5046571560001608
80,0.22716677407882918
81,0.5106528954402859
82,0.8854895667272338
83,0.6984777979811264
84,0.8854895667272338
85,0.21826503903980973
86,0.11511467613060053
87,0.776070979902061
88,0.6945185959825557
89,0.5972050741625088
90,0.6969414618791009
91,0.11511467613060053
92,0.29752213472648653
93,0.6949688692920022
94,0.1672331475804283
95,0.11511467613060053
96,0.11511467613060053
97,0.5130477071082202
98,0.8854895667272338
99,0.2990505936571303
100,0.1664819380636697
101,0.6118110627256863
102,0.3011892416113868
103,0.490233634895324
104,0.5143976303554327
105,0.7827477135593206
106,0.16322961611143735
107,0.8854895667272338
108,0.8402990408002006
109,0.11511467613060053
110,0.6085182590300977
111,0.16050043896012145
112,0.5983538868271144
113,0.318006626077734
114,0.6904987853022451
115,0.16389663659152642
116,0.8350207169501972
117,0.3082993146265164
118,0.22919645080319923
119,0.5985604345332053
120,0.4855494847070374
121,0.16581997460483325
122,0.8335932212342217
123,0.22824956152884998
124,0.11511467613060053
125,0.8375808279950216
126,0.2966834623154487
127,0.6904987853022451
128,0.7705777913282038
129,0.8392863611757622
130,0.30826847784246275
131,0.5124820330140708
132,0.4937179334192974
133,0.700064434982203
134,0.8854895667272338
135,0.5995250400611646
136,0.8350207169501972
137,0.4989434726594663
138,0.3988805825307456
139,0.16581997460483325
140,0.4064136294229127
141,0.11511467613060053
142,0.8411448524644446
143,0.4005746680073503
144,0.5916867078973967
145,0.6956363207617384
146,0.11511467613060053
147,0.7773155660752261
148,0.5992329059519221
149,0.5937519318939833
150,0.40520051227563875
151,0.8378935224222407
152,0.5034338502949017
153,0.8392863611757622
154,0.7749493268178
155,0.5950268665626486
156,0.3925321225149861
157,0.8392863611757622
158,0.8854895667272338
159,0.5996865775282237
160,0.6043496360056844
161,0.6001075618981003
162,0.22787577537875162
163,0.11511467613060053
164,0.6079701249633984
165,0.7718458502389635
166,0.596858432678582
167,0.6030801588127321
168,0.7727960544931511
169,0.7827477135593206
170,0.5980075685125716
171,0.8854895667272338
172,0.1664819380636697
173,0.3987686979962644
174,0.3001602792298655
175,0.6075970446931296
176,0.7727960544931511
177,0.6916215938674649
178,0.7700286844571242
179,0.6908004176434424
180,0.493465443237414
181,0.40401896510668056
182,0.7662627592872738
183,0.7718267547756453
184,0.1664819380636697
185,0.39578421404391334
186,0.11511467613060053
187,0.23047498878335612
188,0.8402990408002006
189,0.4005937312667514
190,0.16389663659152642
191,0.6103499903462765
192,0.6101398430949871
193,0.5899492960642645
194,0.30994079040444744
195,0.22496395196063004
196,0.8343414571303789
197,0.5013240183329905
198,0.6810425031617866
199,0.15965119754777946
200,0.40641100248515233
201,0.11511467613060053
202,0.23102585996834085
203,0.23143477621840197
204,0.11511467613060053
205,0.2990505936571303
206,0.6083134820950056
207,0.11511467613060053
208,0.8854895667272338
209,0.4997554777471468
210,0.5980849187038019
211,0.3202503858953378
212,0.5944767762151817
213,0.8854895667272338
214,0.8350207169501972
215,0.606807471412042
216,0.5065784336312832
217,0.6013611747018359
218,0.7705777913282038
219,0.295115278723584
220,0.49874697367155313
221,0.8854895667272338
222,0.22962867577122648
223,0.22496395196063004
224,0.6023602031640711
225,0.7760741343037894
226,0.8854895667272338
227,0.8854895667272338
228,0.3094181127380519
229,0.5937519318939833
230,0.8350207169501972
231,0.7736592127084511
232,0.30826847784246275
233,0.8402990408002006
234,0.6888569042048108
235,0.4024989925469518
236,0.6934455526046079
237,0.1629156648804468
238,0.6995811991394397
239,0.31498462028979496
240,0.23006726071851752
241,0.8854895667272338
242,0.700064434982203
243,0.8335932212342217
244,0.23230313384875131
245,0.11511467613060053
246,0.5112277069059614
247,0.8854895667272338
248,0.3955357659708721
249,0.11511467613060053
250,0.601065166894635
251,0.6883714098060579
252,0.8854895667272338
253,0.4973887929913962
254,0.612998357394216
255,0.16579997294683202
256,0.23102585996834085
257,0.30459026758802105
258,0.5003305645376461
259,0.15965119754777946
260,0.7760490029917435
261,0.5985951811355088
262,0.8343414571303789
263,0.16322961611143735
264,0.30563394718333875
265,0.11511467613060053
266,0.6085182590300977
267,0.11511467613060053
268,0.2313408292001466
269,0.4955949159219539
270,0.15965119754777946
271,0.40574800918598597
272,0.8854895667272338
273,0.16579997294683202
274,0.8854895667272338
275,0.5047846998866146
276,0.11511467613060053
277,0.5003305645376461
278,0.3129054208247115
279,0.3067819474324604
280,0.2267631738939105
281,0.11511467613060053
282,0.22960309582639146
283,0.69562635590287
284,0.31058404669129624
285,0.6043729593860808
286,0.4955949159219539
287,0.11511467613060053
288,0.6929978857286537
289,0.29985770007620605
290,0.5065422880185823
291,0.306669618766638
292,0.6940096163553203
293,0.8854895667272338
294,0.3072505607472887
295,0.11511467613060053
296,0.6918200395169246
297,0.30166982989533414
298,0.3102049101351827
299,0.8854895667272338
300,0.1672331475804283
301,0.8350207169501972
302,0.22371527182598042
